171ebb60-586d-4f8b-b8b9-93e98619961f,2364558,34.2877921377,-119.2259227484,117,206090,research,2019-02-23,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,54248032,90b69aac-b5ea-4cb8-828f-da7eccb8e79c,jpeg,CC-BY-NC,1536,2048,0
4a02e592-9199-4aca-acc8-b1a109ac23bb,1516,-43.5534590000,172.6975420000,,487375,research,2005-09-25,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,1690697,0581bf14-41ee-47d8-a332-3403bca0cb78,jpg,CC-BY,2048,1654,0
52b2e2ad-631b-47e1-b9d2-fa198411c1ec,1675732,39.2183513162,-77.3347106925,28121,133684,research,2020-04-19,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella punctipes,t,67695251,9cdc55b5-43fa-49c7-b63c-dca49b1d5b8c,jpg,CC-BY-NC,1536,2048,1
52b2e2ad-631b-47e1-b9d2-fa198411c1ec,1675732,39.2183513162,-77.3347106925,28121,133684,research,2020-04-19,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella punctipes,t,67695287,d4af5467-c5b2-489f-aa3a-0d19ee383e86,jpg,CC-BY-NC,1536,2048,2
a388fc00-8933-46f3-bbac-c1f060c06810,2441392,52.0125766582,9.9007329675,1899,58682,research,2014-04-13,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella esculenta,t,114941277,15e3cbef-9c36-4e08-a53f-7013e66202b5,jpg,CC-BY-NC,560,800,0
eddb1512-bd38-4c21-a157-cecbaeca62ee,167745,37.7607833333,-122.4343333333,10,206090,research,2018-02-15,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,13538090,fd661b72-574b-4ace-bab5-3e207c79a1d8,jpg,CC-BY-NC,2048,1536,0
eddb1512-bd38-4c21-a157-cecbaeca62ee,167745,37.7607833333,-122.4343333333,10,206090,research,2018-02-15,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,13538092,aa61abec-5c6d-412e-8fa1-564c35f9755f,jpg,CC-BY-NC,1536,2048,1
eddb1512-bd38-4c21-a157-cecbaeca62ee,167745,37.7607833333,-122.4343333333,10,206090,research,2018-02-15,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,13538088,e4511ac3-d54f-4da5-9448-37223370fcc0,jpg,CC-BY-NC,1536,2048,2
eddb1512-bd38-4c21-a157-cecbaeca62ee,167745,37.7607833333,-122.4343333333,10,206090,research,2018-02-15,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,13538086,d9136e1e-f6fa-4d34-b223-dd00cedb97f9,jpg,CC-BY-NC,1536,2048,3
105bb608-66f6-4b7d-938c-4953eafbddde,181108,19.3477264000,-99.3409506000,1477,500004,research,2018-08-18,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella tridentina,t,84092821,b889aeb5-ed47-4597-ae11-d631ddc1911c,jpeg,CC-BY-NC,2048,1536,0
ee4a8690-cec0-4c5d-9f79-768c3b2450cb,2685921,42.2597929890,-83.7173989354,27661,462132,research,2020-05-08,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,72050265,683b9725-d8e5-4679-9095-0a973e14fbf7,jpg,CC-BY-NC,1536,2048,0
7ab6d56e-479d-47fd-b857-20c0eaa5d125,1586724,38.9641450000,-77.2608550000,52,462132,research,2020-04-20,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,67828575,21abaff8-18b6-4d5f-a428-7f9857f05cba,jpg,CC-BY-NC,1536,2048,0
146bc352-c004-4851-8dba-0619a03c8f43,2329688,47.1009666667,15.4112722222,50,58682,research,2021-05-01,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella esculenta,t,126429730,855525f9-d50d-475c-adbe-97bd92d2f0c8,jpg,CC-BY-NC,960,1280,0
f8273f44-9801-41f0-937c-7f157b6d8d23,2606637,41.2382475698,-85.8530470356,11252,462132,research,2011-05-05,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,63675010,6a1105e5-3378-43a8-a355-fd043d0d0d95,jpeg,CC-BY-NC,2048,1361,0
6b820b16-943a-4193-ac52-9280eb187162,744432,38.5104231164,-78.3404409327,53,462132,research,2020-04-04,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,65687540,a10b7be0-f75d-46c7-9fbd-a5f46c7b6274,jpg,CC-BY-NC,1536,2048,0
6b820b16-943a-4193-ac52-9280eb187162,744432,38.5104231164,-78.3404409327,53,462132,research,2020-04-04,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,65687561,779eb2cb-19cf-41b0-b291-2e4994d8a1fd,jpg,CC-BY-NC,1536,2048,1
fb56f939-fae1-4c34-8b55-8fc72548c340,931776,40.1537425249,-89.8521824767,4,133684,research,2020-04-24,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella punctipes,t,68821220,0c180515-439d-44e5-a703-d6b0a751549a,jpeg,CC-BY-NC,2048,1365,0
87ecbf89-c0f2-43e8-9c38-ed4c310ea381,39672,34.1487833333,-118.0813055000,,206090,research,2017-02-20,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,6344441,5e947f5d-50cf-4e92-9365-b45fc02eea3a,jpg,CC-BY-NC,1536,2048,0
5f59edff-e651-4c2d-af8b-0cf727b42c88,3276428,34.1509138333,-117.6641833333,10,487375,research,2021-03-22,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,116980272,5f68baf6-b14b-4011-8872-b72afb07a670,jpg,CC-BY-NC,1536,2048,0
7c26a5f2-28d8-460a-89cf-f9385a960bb3,239596,40.8383000000,-80.5342500000,2300,462132,research,2017-04-10,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,13087489,9219e2d5-d48f-407c-bfbe-f816b3a9a493,jpeg,CC-BY-SA,2048,1125,0
7c26a5f2-28d8-460a-89cf-f9385a960bb3,239596,40.8383000000,-80.5342500000,2300,462132,research,2017-04-10,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,13087491,e3f92321-8012-446e-beb4-34234adab353,jpeg,CC-BY-SA,1582,1387,1
f8a40c7d-ae2e-411c-83de-c93b4c6e4fd2,18795,32.8246000000,-117.1090000000,32222,206090,research,2017-01-23,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,188706977,eb3a8dd5-d665-4102-9167-c9d518792a1a,jpeg,CC-BY-NC,2048,1209,0
68a69c43-3c10-4b3c-8f0c-ab67a6a34396,15103,39.1573376069,-123.2059452498,5,487375,research,2021-02-27,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,114427242,7dafe597-1522-4b0e-9ac0-9cff7c1b1cf2,jpg,CC-BY-NC,1536,2048,0
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743183,694fb6bb-c7bb-4e9e-b28d-0eac24f76393,jpg,CC-BY-NC,1536,2048,0
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743247,a4683730-b558-4a3d-8dc9-892cd557a2f5,jpg,CC-BY-NC,1536,2048,1
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743269,6ee2e403-528f-4f44-9cda-5cd77b19dea1,jpg,CC-BY-NC,1536,2048,2
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743296,95427330-e70b-4761-82a8-be730eb095a8,jpg,CC-BY-NC,1536,2048,3
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743459,7ce64a4a-5dc5-4cb6-b38d-b5449b0a17bd,jpg,CC-BY-NC,1536,2048,4
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743430,99cd85c5-11a0-4007-94ef-dab9ef2b8a0b,jpg,CC-BY-NC,1536,2048,5
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743544,b09d70d5-136c-4ba3-be05-abacc9e9cc77,jpg,CC-BY-NC,1536,2048,6
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743479,213dcf6b-945b-4ad4-abce-4980c7b221e4,jpg,CC-BY-NC,1536,2048,7
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743562,bb2b7b6a-99bd-4807-a8ec-d46f924264db,jpg,CC-BY-NC,1536,2048,8
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185755493,1660825e-1998-42f3-888d-ff03c926ea59,jpg,CC-BY-NC,1536,2048,9
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185743579,ad6d9096-64db-4d84-b21c-ee3598a1dd6b,jpg,CC-BY-NC,1536,2048,10
956f69c8-7c0e-40bf-92a0-cb21845ad808,382370,47.0191321559,-122.8860571709,118,487375,research,2022-04-01,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,185821065,7b32edae-db2e-40cd-939e-1a2faf18a5ee,jpg,CC-BY-NC,1536,2048,11
42d697f7-51e6-4105-a32d-b4884b548956,2520322,47.7507018889,37.4121246111,,710294,research,2021-05-03,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella steppicola,t,126282420,8caf4fda-b3ad-4e42-af57-9321753ac29a,jpeg,CC-BY-NC-SA,1531,2048,0
fc95026a-64da-491f-867e-e1490a852d5d,3494,41.5069558336,-121.6402883550,27785,473933,research,2018-05-27,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella snyderi,t,18797719,405c5ac5-beab-4a45-a8a5-e1b2717b3462,jpeg,CC-BY-NC,1536,2048,0
fc95026a-64da-491f-867e-e1490a852d5d,3494,41.5069558336,-121.6402883550,27785,473933,research,2018-05-27,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella snyderi,t,18797707,c8b48d44-918f-48dc-963d-018c62ce9187,jpeg,CC-BY-NC,2048,1536,1
6899708c-2672-4dc6-b4ff-0bd161a290a5,1779135,47.2275233585,-95.1961776537,24,133686,research,2019-05-24,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella angusticeps,t,39863861,6f623f92-96c0-4bcf-ad69-d56e9f6a8d15,jpg,CC-BY-NC,2048,1536,0
6899708c-2672-4dc6-b4ff-0bd161a290a5,1779135,47.2275233585,-95.1961776537,24,133686,research,2019-05-24,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella angusticeps,t,39863853,8c4de956-e8fb-4760-87e2-194780a3b330,jpg,CC-BY-NC,2048,1536,1
6899708c-2672-4dc6-b4ff-0bd161a290a5,1779135,47.2275233585,-95.1961776537,24,133686,research,2019-05-24,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella angusticeps,t,39863874,d4fcee98-4945-440b-bb04-7f144eabf30f,jpg,CC-BY-NC,1536,2048,2
48152880-4ccf-42c2-bcf1-f685235102e9,1361533,51.8967714016,10.5030255765,9,1062775,research,2021-05-09,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella semilibera,t,127804712,22f50d23-77b4-4b7a-97b1-41acb9239547,jpeg,CC-BY-NC,1536,2048,0
71186ad3-f0d7-424c-a0a2-49134a0a634c,2763548,41.0832701358,-85.2611934766,352,462132,research,2020-05-02,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,70830366,837ba66a-9b9f-4314-83f4-e7ef37b7a64a,jpg,CC-BY-NC,1247,1506,0
2f0fe975-4c67-4ee0-9cfd-b6bc3ce477c2,2637474,40.8690210052,-73.9286898067,395,462132,research,2020-05-15,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,72949490,aaa36834-359c-4853-bc64-be4317968eb9,jpg,CC-BY-NC,1536,2048,0
bfd5f87c-e81d-4d86-9db7-5ee02e78b7af,2601377,37.3865705207,-122.0733502017,29,206090,research,2021-12-12,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,172198562,73547093-a4e6-4d21-a0c5-bd9c293dca84,jpg,CC-BY-NC,1536,2048,0
681487d5-15be-4be2-b9cf-9325442cc349,260453,45.6482000000,-122.7638000000,,462132,research,2014-03-30,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,104965967,acbdcf87-052a-4e26-b44f-0e75c3f385a7,jpeg,CC-BY-NC,941,733,0
681487d5-15be-4be2-b9cf-9325442cc349,260453,45.6482000000,-122.7638000000,,462132,research,2014-03-30,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,104965968,5332e734-01af-4bc4-8760-6ba634bc257e,jpeg,CC-BY-NC,877,541,1
1554365d-ecd8-42a2-b81e-c288f715ea1e,400093,42.3395399503,-122.3289085221,27661,473933,research,2010-06-06,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella snyderi,t,106929417,93b8be3e-8b6e-4cee-9494-50c704218c5e,jpeg,CC-BY-NC-ND,1362,2048,0
b64fa1d5-8e9b-49d4-85ca-e1c6389490b0,90723,35.1467570000,-89.9888730000,27,133686,research,2021-03-24,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella angusticeps,t,118206819,6670502e-55ae-4a03-b919-077e154dba93,jpg,CC-BY,2048,1365,0
1bb17791-6d3c-460c-9d20-a7bdce8f283f,887173,34.1127611111,-117.7146916667,5,206090,research,2020-04-08,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,66212632,21fb58ad-bdc5-40f3-bfff-f1c88f880247,jpeg,CC-BY,2048,1536,0
121fe9e3-e240-4204-b0fd-f8af604adba4,3849213,48.0729310560,-122.8018540392,31,500004,research,2020-04-18,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella tridentina,t,104878631,3d34cee3-b686-433f-b0ce-56d015269388,jpg,CC-BY-NC,1536,2048,0
d638448f-6186-4556-b563-7e1c98343499,2840714,39.0605580769,-77.0373170244,200,127217,research,2021-04-19,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella diminutiva,t,121861476,45ded31c-2ad3-4831-b0cc-37a07a9cdc04,jpg,CC-BY,2048,1536,0
a27fcd3e-ce12-4620-ae1a-832293034dc2,1726166,,,27939,462132,research,2019-05-06,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,38220090,d1514200-be80-4a92-8eb2-85375ed15682,jpg,CC-BY-NC,2048,1536,0
a27fcd3e-ce12-4620-ae1a-832293034dc2,1726166,,,27939,462132,research,2019-05-06,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,38220107,1f55ec62-1516-4784-b549-0f1ee8ca1ff1,jpg,CC-BY-NC,1536,2048,1
4e62c735-ebc5-48fc-9187-1cc19af6590c,111581,47.3827783333,-91.1945316667,,462132,research,2016-06-02,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,3886478,d97db933-9dd0-458c-bf34-8900a1926752,jpg,CC-BY-NC,2048,1536,0
8a359148-68bd-40c3-b9c3-e715d6c306d7,441187,44.0465999360,-123.0974658206,5,500023,research,2019-04-21,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella populiphila,t,41393120,b4269938-69a9-4085-8512-db941c94628e,jpeg,CC-BY-NC,1152,2048,0
8a359148-68bd-40c3-b9c3-e715d6c306d7,441187,44.0465999360,-123.0974658206,5,500023,research,2019-04-21,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella populiphila,t,41393141,43b1d45a-f683-49ba-96fe-feb7d7a2cf2d,jpeg,CC-BY-NC,1152,2048,2
8a359148-68bd-40c3-b9c3-e715d6c306d7,441187,44.0465999360,-123.0974658206,5,500023,research,2019-04-21,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella populiphila,t,41393149,48a32dce-d569-4d1d-a5bd-bc3a68a527fd,jpeg,CC-BY-NC,1152,2048,3
8a359148-68bd-40c3-b9c3-e715d6c306d7,441187,44.0465999360,-123.0974658206,5,500023,research,2019-04-21,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella populiphila,t,41393133,8eb7fef2-1b4d-409f-b0c2-ca25f1f5997d,jpeg,CC-BY-NC,1152,2048,1
a9b31f51-1525-4fce-b0b3-1a373bddcacc,654681,39.5416916667,-81.3239133333,165,462132,research,2021-04-12,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,120459426,b351a26c-7e32-4166-8c78-d7f3d83cb2cb,jpg,CC-BY-NC,1536,2048,0
ab9dc5c7-0b44-4736-ba5f-523d6aacb7f5,26812,19.2308930000,-98.0319580000,30580,206090,research,2013-10-19,48460/47170/48250/372740/152032/48717/56831/56830/1062675,10,species,Morchella rufobrunnea,t,2291981,ec2fd494-0310-4309-b93d-21ba0d49b916,jpg,CC-BY-NC,640,480,0
898e96e2-fa3a-4878-ab22-6db4857d1264,712654,40.5851502078,-73.8678628324,8899,133686,research,2021-04-25,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella angusticeps,t,122953567,857178d8-e887-4d89-aab8-18a36fa17a89,jpg,CC-BY-NC,1536,2048,0
05d5bff3-9663-4d30-ad0f-bd9098cd9179,2353614,50.1307300000,8.7314260000,737,1062775,research,2019-04-18,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella semilibera,t,89545508,3b67406a-023c-44e9-bf5b-feed16e5ed42,jpeg,CC-BY-NC,2048,1536,0
269a3888-e007-47f1-babd-929835957127,3194833,50.0815517304,-124.9585746801,77554,487375,research,2021-04-05,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,119436554,68d7660c-c1e4-42fb-83a2-b8b119941157,jpg,CC-BY-NC,1536,2048,0
d0fbfe9d-584e-4ed3-a636-f2f467d7822c,25945,37.0629000000,-122.2490000000,4709,517813,research,2010-04-10,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella eximia,t,5673295,32875598-d4eb-4b06-9c12-e1cc36a3ded7,jpeg,CC-BY,2048,1536,0
d0fbfe9d-584e-4ed3-a636-f2f467d7822c,25945,37.0629000000,-122.2490000000,4709,517813,research,2010-04-10,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella eximia,t,5673300,f2140231-c85d-46e6-9b54-e209d9d9cddf,jpeg,CC-BY,2048,1536,1
d0fbfe9d-584e-4ed3-a636-f2f467d7822c,25945,37.0629000000,-122.2490000000,4709,517813,research,2010-04-10,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella eximia,t,5673299,ffb5f358-d2f5-4e69-bed1-6261a08c0772,jpeg,CC-BY,1740,1376,2
d0fbfe9d-584e-4ed3-a636-f2f467d7822c,25945,37.0629000000,-122.2490000000,4709,517813,research,2010-04-10,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella eximia,t,5673298,4e659497-034c-49fc-a1c9-034fce5aaa87,jpeg,CC-BY,2048,1536,3
d0fbfe9d-584e-4ed3-a636-f2f467d7822c,25945,37.0629000000,-122.2490000000,4709,517813,research,2010-04-10,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella eximia,t,5673297,736563f3-e806-4bb3-aca5-d37a7cffd67c,jpeg,CC-BY,2048,1536,4
d0fbfe9d-584e-4ed3-a636-f2f467d7822c,25945,37.0629000000,-122.2490000000,4709,517813,research,2010-04-10,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella eximia,t,5673296,d7259eec-ed3e-4600-b6fc-132082acb23e,jpeg,CC-BY,2048,1536,5
5f29c887-336e-42be-b376-0a30521d83aa,4430082,39.7788885467,-85.9929579218,28060,462132,research,2022-04-21,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,189723581,0571d37b-62b2-4e75-bb52-21dabd121288,jpeg,CC-BY-NC,1542,2048,0
5f29c887-336e-42be-b376-0a30521d83aa,4430082,39.7788885467,-85.9929579218,28060,462132,research,2022-04-21,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,189725920,ac024f02-21b5-49e6-945c-b59a57c471ba,jpeg,CC-BY-NC,1542,2048,1
bf480599-e120-4205-85c7-0f8a48c4d840,1461148,38.8617833333,-122.4150300000,10,487375,research,2019-04-09,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella importuna,t,38872650,507e57ad-5225-4a0d-88d0-c8b7fe888bb2,jpg,CC-BY-NC,1536,2048,0
7fb7db34-2c57-4b8f-b3a0-e38c0b940149,1775236,48.2418454648,29.3164766900,31,710294,research,2015-04-21,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella steppicola,t,44548279,063e2fe1-51ab-40cf-b4e7-fdc64314d2fa,jpg,CC-BY-NC,2048,1536,0
e2ac6491-8e11-4f34-a002-b074c338c830,2796147,50.3327598572,10.3406915665,65,1062775,research,2021-05-09,48460/47170/48250/372740/152032/48717/56831/56830/1062676,10,species,Morchella semilibera,t,127719528,328486aa-f049-402f-8902-5117ed8bba21,jpeg,CC-BY-NC,1152,2048,0
c6b42435-f7a6-4c49-87cc-9ee5555e9ca1,544659,41.3027778780,-88.5547956110,27816,462132,research,2021-05-06,48460/47170/48250/372740/152032/48717/56831/56830/1062674,10,species,Morchella americana,t,127054728,8c7393ac-86a5-4f03-8412-b50964987e0d,jpeg,CC-BY-NC,1536,2048,0
