file_name,supercategory
gs://medium_mush/fungi/images/inat/gyro_MO/cropped4852370.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped20111787122.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped933739585.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped8410341942.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped801525718.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped131011460.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped81011455.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped12827328012.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped651126118.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped27612959854.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1591121558.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped2761284972.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1151169249.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1221618701.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped923736656.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped11028475.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped6743290562.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped5423256782.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped11856154532.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped6310320152.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped25612230282.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped7865182044.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped75544380.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped705334537.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped621324343.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped4772235412.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped2110114684.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped11946156792.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped521031208.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped440208015.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped686329819.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1426861881.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped40102512454.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped3191419802.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1213618015.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped11866154543.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped19111787022.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped856617863.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped121661869611.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped73844350.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped591323446.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped982516854.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1016868760.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped11826154503.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1311737048.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1391838153.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped851166382.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped8804202583.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped810114552.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped411183112.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1710114644.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped503304029.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped672329054.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped635326960.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1008520682.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped6913317072.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped5323241102.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped96883085.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped14728676562.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped828415549.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped4922151333.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1861177482.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped2291179707.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped12697317254.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped6023785103.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped14978779672.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped146111738.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped340143468.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped3801502727.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped352141450.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped2681217098.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped410183111.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped841166381.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped7563417332.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped516323087.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped5472755962.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped469213099.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped679329062.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped7510329732.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped536222896.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped337140564.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped39715567.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped40102512422.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped14368618912.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped992858052.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped3601451922.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1026521819.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped938740059.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1441117362.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped2801285115.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped520323165.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped491030762.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped846418969.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped373147374.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped9007330072.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped840417182.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped992858056.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped6273252773.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1090553415.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1286733143.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped699332848.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped2671217089.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped759443842.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped4472084282.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped69133170716.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1513896189.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped468211323.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped3801502728.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped551041684.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped14628666706.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped411034478.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped12356198193.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped881166385.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped778344154.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped86941965.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1721163724.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped438205455.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped454210066.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped8784202422.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1303735304.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1254720834.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped6254176992.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped8186079512.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped3531416624.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped500215141.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1291042021.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped26812170982.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1108605694.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped483230836.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped15068855002.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped415155656.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1450865438.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped22411758453.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped10110361397.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped22811767624.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped941740535.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1521899920.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped14328618872.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped604388652.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped4442080452.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped14638666714.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped910421612.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1227619200.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped40102512457.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1067524499.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1319738695.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1121168561.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1058524065.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped10835295352.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped5242166892.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped3601421063.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped3841454342.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped469217020.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped12166186966.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped5283238783.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped40102512417.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped951166397.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped12346198184.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped527323853.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped613412871.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1452866078.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped40102512459.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped7773441535.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped472213111.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped753341730.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped4672112032.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped997859347.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped2571223029.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped3031285936.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped299140630.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped11876154553.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1037987062.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped9057348503.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped3341404272.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped893733000.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped491215132.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped657420098.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped511215154.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped2761295985.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped491035453.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped14338618882.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped6023785102.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1063524466.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped363142248.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped137111729.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped533324772.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1501176544.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped12166186964.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped7011492792.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped40102512445.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped8827322592.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped10118680982.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped877731405.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped8784202424.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped2411180715.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped591032011.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1153610879.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped609396586.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped77734415314.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped606396583.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped6503283302.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped8114044.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped14628666705.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped7823578963.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped3251421162.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped7683417455.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped141785468.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1115609346.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped9347395862.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped14318618862.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1361117282.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped10425218834.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1156610966.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1440861895.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped2091179667.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped8356146732.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped575340303.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped30212853613.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped690330307.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped609323809.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped6203243422.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped9527676344.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped13347400272.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped4712131012.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped9527676342.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped11211685612.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped354145168.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped764443894.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped869419655.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped28213087784.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped01005327.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped2771284977.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped12016167652.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped320138795.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped5810459932.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped40102512448.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped465211201.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped443208044.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped546275595.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1336745307.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped5092151502.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped7823578962.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped6154144395.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped12511740532.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped2751284971.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1112607433.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped12711740553.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped389153100.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped692331791.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1310297333.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped7995249522.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped693331792.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1305735307.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped10565219062.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped447208428.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped6913317077.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1048521898.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped558329125.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped320142056.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped301021670.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped501304027.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped14411758272.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped5863438665.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped818412882.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped14628666704.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped921166394.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped602378510.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped350144723.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped1007520681.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped21311796712.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped1741177456.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped650328330.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped66542046.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped1111607432.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped8877322642.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped49428039.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped758443832.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped8711663842.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped8636180762.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped618415257.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped630418376.jpg,1
gs://medium_mush/fungi/images/inat/gyro_MO/cropped682422631.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped661328406.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped149111741.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped6613284062.jpg,0
gs://medium_mush/fungi/images/inat/morels_MO/cropped13037353042.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped30512859383.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped763341740.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped30312859363.jpg,1
gs://medium_mush/fungi/images/inat/morels_MO/cropped12697317255.jpg,0
gs://medium_mush/fungi/images/inat/gyro_MO/cropped3321404252.jpg,1
